osm_id,name,shop,amenity,brand,addr.street,addr.housenumber,addr.city,addr.postcode,lon,lat
9980822939,Go Nuts,deli,NA,NA,Daze Street,1009,NA,NA,-75.6517314,45.3539538
10017179992,Britannia Bake Shop,bakery,NA,NA,Howe Street,2728,NA,NA,-75.7965368,45.3653928
10038118900,Hello Dolly Pastries,bakery,NA,NA,NA,NA,NA,NA,-75.7227886,45.4055186
10078292305,Boucherie Allard & Bélisle,butcher,NA,NA,Graveline,468,NA,NA,-75.6684408,45.4863616
10555699491,Sultan Nuts,deli,NA,NA,Bank Street,1666,NA,NA,-75.6667798,45.3763723
10563488373,Boulangerie Lusa,bakery,NA,NA,Rue Wellington,67,Gatineau,J8X 2H4,-75.7214808,45.4261515
10762000568,M&M Food Market,butcher,NA,M&M Food Market,NA,NA,NA,NA,-75.8737273,45.2761195
10762000569,COBS Bread,bakery,NA,COBS Bread,NA,NA,NA,NA,-75.8742182,45.2756269
10778723454,Giacomo,chocolate,NA,NA,NA,NA,NA,NA,-75.505339,45.4542589
10799475987,La Bottega Nicastro,deli,cafe,NA,Rue Laurier,199,NA,NA,-75.7092292,45.4360245
10874926605,Beachconers,NA,ice_cream,NA,NA,NA,NA,NA,-75.7960225,45.3658817
10963895805,Dairy Queen,NA,ice_cream,NA,NA,NA,NA,NA,-75.7476583,45.4212198
10965978389,Cheer Me Up!,bakery,NA,NA,Robertson Road,2039,NA,NA,-75.8299379,45.3238585
68587084,Ottawa Roastery,coffee,NA,NA,Lamira Street,2188,NA,NA,-75.67130350197046,45.384824352240685
68608532,Nicastro Fine Foods,deli,NA,NA,Merivale Road,1558,NA,NA,-75.7355626574853,45.35272866545187
69624599,Lavergne Western Beef,butcher,NA,NA,Navan Road,3971,NA,NA,-75.47626739170425,45.42414722867379
153008507,Parma Ravioli,deli,fast_food,NA,Wellington Street West,1314,NA,NA,-75.73672217291822,45.39847801179977
155015066,Water Universe,beverages,NA,NA,Richmond Road,911,NA,NA,-75.77458255356095,45.378572757594924
169847710,Coronation Hall Cider Mills,beverages,NA,NA,River Road,206,NA,J0X 1G0,-76.45538100568014,45.52860255848015
182249097,Fidélice,bakery,NA,NA,Boulevard de la Gappe,625,Gatineau,J8T 8G1,-75.69189215192564,45.48142585043127
182249118,La Trappe à Fromage,cheese,NA,NA,Rue Bellehumeur,200,Gatineau,J8T 8N6,-75.6933686128547,45.47972369101913
188162482,LCBO,beverages,NA,NA,Main Street,578,NA,NA,-75.36141485289448,45.09078293578076
195441385,Carp Custom Creamery,NA,ice_cream,NA,Moore Street,49,NA,NA,-76.13933323872038,45.136726429897635
218815748,Al Noor Bakery,bakery,NA,NA,Wylie Avenue,70,NA,NA,-75.80684404843929,45.354597530250494
223545499,Tia Mart,deli,NA,NA,Strandherd Drive,3570,NA,K2J 5L4,-75.73695955800181,45.27538540374001
